16/10/2007;02:02:00;0.306;0.082;241.770;1.200;0.000;1.000;0.000
16/10/2007;02:03:00;0.304;0.082;241.630;1.200;0.000;1.000;0.000
16/10/2007;02:04:00;0.304;0.082;242.020;1.200;0.000;2.000;0.000
16/10/2007;02:05:00;0.256;0.000;241.490;1.000;0.000;1.000;0.000
16/10/2007;02:06:00;0.218;0.000;240.960;1.000;0.000;0.000;0.000
16/10/2007;02:07:00;0.218;0.000;241.060;1.000;0.000;0.000;0.000
16/10/2007;02:08:00;0.218;0.000;240.790;1.000;0.000;0.000;0.000
16/10/2007;02:09:00;0.218;0.000;240.360;1.000;0.000;0.000;0.000
16/10/2007;02:10:00;0.218;0.000;240.990;1.000;0.000;0.000;0.000
16/10/2007;02:11:00;0.218;0.000;241.270;1.000;0.000;0.000;0.000
16/10/2007;02:12:00;0.218;0.000;241.310;1.000;0.000;0.000;0.000
16/10/2007;02:13:00;0.218;0.000;241.380;1.000;0.000;0.000;0.000
16/10/2007;02:14:00;0.218;0.000;241.530;1.000;0.000;0.000;0.000
16/10/2007;02:15:00;0.218;0.000;241.350;1.000;0.000;0.000;0.000
16/10/2007;02:16:00;0.296;0.000;240.970;1.400;0.000;0.000;0.000
16/10/2007;02:17:00;0.330;0.092;241.400;1.400;0.000;0.000;0.000
16/10/2007;02:18:00;0.326;0.094;242.110;1.400;0.000;0.000;0.000
16/10/2007;02:19:00;0.326;0.094;242.170;1.400;0.000;0.000;0.000
16/10/2007;02:20:00;0.324;0.094;242.140;1.400;0.000;0.000;0.000
16/10/2007;02:21:00;0.322;0.094;242.190;1.400;0.000;0.000;0.000
16/10/2007;02:22:00;0.322;0.096;242.440;1.400;0.000;0.000;0.000
16/10/2007;02:23:00;0.320;0.094;242.280;1.400;0.000;0.000;0.000
16/10/2007;02:24:00;0.318;0.092;241.790;1.400;0.000;0.000;0.000
16/10/2007;02:25:00;0.316;0.092;241.220;1.400;0.000;0.000;0.000
16/10/2007;02:26:00;0.316;0.092;241.610;1.400;0.000;0.000;0.000
16/10/2007;02:27:00;0.314;0.092;241.330;1.400;0.000;0.000;0.000
16/10/2007;02:28:00;0.352;0.120;241.000;1.600;0.000;0.000;0.000
16/10/2007;02:29:00;0.390;0.194;241.130;1.800;0.000;0.000;0.000
16/10/2007;02:30:00;0.390;0.194;241.170;1.800;0.000;0.000;0.000
16/10/2007;02:31:00;0.390;0.194;241.210;1.800;0.000;0.000;0.000
16/10/2007;02:32:00;0.388;0.194;241.130;1.800;0.000;0.000;0.000
16/10/2007;02:33:00;0.364;0.162;242.390;1.600;0.000;0.000;0.000
16/10/2007;02:34:00;0.296;0.066;242.480;1.200;0.000;0.000;0.000
16/10/2007;02:35:00;0.294;0.066;242.460;1.200;0.000;0.000;0.000
16/10/2007;02:36:00;0.292;0.064;242.180;1.200;0.000;0.000;0.000
16/10/2007;02:37:00;0.292;0.064;242.040;1.200;0.000;0.000;0.000
16/10/2007;02:38:00;0.252;0.000;241.660;1.000;0.000;0.000;0.000
16/10/2007;02:39:00;0.220;0.000;241.270;1.000;0.000;0.000;0.000
16/10/2007;02:40:00;0.220;0.000;241.480;1.000;0.000;0.000;0.000
16/10/2007;02:41:00;0.220;0.000;241.550;1.000;0.000;0.000;0.000
16/10/2007;02:42:00;0.218;0.000;241.290;1.000;0.000;0.000;0.000
16/10/2007;02:43:00;0.218;0.000;240.790;1.000;0.000;0.000;0.000
16/10/2007;02:44:00;0.218;0.000;241.020;1.000;0.000;0.000;0.000
16/10/2007;02:45:00;0.218;0.000;241.070;1.000;0.000;0.000;0.000
16/10/2007;02:46:00;0.218;0.000;241.380;1.000;0.000;0.000;0.000
16/10/2007;02:47:00;0.218;0.000;241.060;1.000;0.000;0.000;0.000
16/10/2007;02:48:00;0.218;0.000;240.940;1.000;0.000;0.000;0.000
16/10/2007;02:49:00;0.220;0.000;241.710;1.000;0.000;0.000;0.000
16/10/2007;02:50:00;0.220;0.000;241.670;1.000;0.000;0.000;0.000
16/10/2007;02:51:00;0.220;0.000;241.630;1.000;0.000;0.000;0.000
16/10/2007;02:52:00;0.220;0.000;242.010;1.000;0.000;0.000;0.000
16/10/2007;02:53:00;0.220;0.000;242.430;1.000;0.000;0.000;0.000
16/10/2007;02:54:00;0.220;0.000;242.040;1.000;0.000;0.000;0.000
16/10/2007;02:55:00;0.220;0.000;242.180;1.000;0.000;0.000;0.000
16/10/2007;02:56:00;0.220;0.000;242.510;1.000;0.000;0.000;0.000
16/10/2007;02:57:00;0.220;0.000;242.400;1.000;0.000;0.000;0.000
16/10/2007;02:58:00;0.220;0.000;242.330;1.000;0.000;0.000;0.000
16/10/2007;02:59:00;0.220;0.000;242.030;1.000;0.000;0.000;0.000
16/10/2007;03:00:00;0.220;0.000;241.420;1.000;0.000;0.000;0.000
16/10/2007;03:01:00;0.316;0.060;240.120;1.400;0.000;0.000;0.000
16/10/2007;03:02:00;0.328;0.086;239.910;1.400;0.000;0.000;0.000
16/10/2007;03:03:00;0.324;0.088;240.270;1.400;0.000;0.000;0.000
16/10/2007;03:04:00;0.324;0.090;241.270;1.400;0.000;0.000;0.000
16/10/2007;03:05:00;0.322;0.090;241.150;1.400;0.000;0.000;0.000
16/10/2007;03:06:00;0.322;0.092;241.460;1.400;0.000;0.000;0.000
16/10/2007;03:07:00;0.320;0.094;241.830;1.400;0.000;0.000;0.000
16/10/2007;03:08:00;0.320;0.094;242.080;1.400;0.000;0.000;0.000
16/10/2007;03:09:00;0.318;0.094;242.140;1.400;0.000;0.000;0.000
16/10/2007;03:10:00;0.318;0.094;242.000;1.400;0.000;0.000;0.000
16/10/2007;03:11:00;0.318;0.096;242.500;1.400;0.000;0.000;0.000
16/10/2007;03:12:00;0.364;0.136;241.820;1.600;0.000;0.000;0.000
16/10/2007;03:13:00;0.478;0.300;241.650;2.400;0.000;0.000;0.000
16/10/2007;03:14:00;0.476;0.316;240.870;2.400;0.000;1.000;0.000
16/10/2007;03:15:00;0.476;0.318;241.460;2.400;0.000;2.000;0.000
16/10/2007;03:16:00;0.474;0.314;240.580;2.200;0.000;1.000;0.000
16/10/2007;03:17:00;0.472;0.308;239.670;2.200;0.000;1.000;0.000
16/10/2007;03:18:00;0.408;0.220;239.820;2.000;0.000;2.000;0.000
16/10/2007;03:19:00;0.376;0.178;240.170;1.600;0.000;1.000;0.000
16/10/2007;03:20:00;0.376;0.178;240.180;1.600;0.000;2.000;0.000
16/10/2007;03:21:00;0.374;0.178;240.220;1.600;0.000;1.000;0.000
16/10/2007;03:22:00;0.310;0.088;240.560;1.400;0.000;2.000;0.000
16/10/2007;03:23:00;0.304;0.078;240.980;1.200;0.000;1.000;0.000
16/10/2007;03:24:00;0.304;0.078;241.260;1.200;0.000;1.000;0.000
16/10/2007;03:25:00;0.304;0.080;241.420;1.200;0.000;2.000;0.000
16/10/2007;03:26:00;0.282;0.048;241.530;1.200;0.000;1.000;0.000
16/10/2007;03:27:00;0.220;0.000;241.560;1.000;0.000;0.000;0.000
16/10/2007;03:28:00;0.218;0.000;241.330;1.000;0.000;0.000;0.000
16/10/2007;03:29:00;0.218;0.000;241.120;1.000;0.000;0.000;0.000
16/10/2007;03:30:00;0.218;0.000;240.860;1.000;0.000;0.000;0.000
16/10/2007;03:31:00;0.218;0.000;241.160;1.000;0.000;0.000;0.000
16/10/2007;03:32:00;0.218;0.000;241.150;1.000;0.000;0.000;0.000
16/10/2007;03:33:00;0.218;0.000;240.960;1.000;0.000;0.000;0.000
16/10/2007;03:34:00;0.218;0.000;240.590;1.000;0.000;0.000;0.000
16/10/2007;03:35:00;0.218;0.000;240.150;1.000;0.000;0.000;0.000
16/10/2007;03:36:00;0.216;0.000;239.960;1.000;0.000;0.000;0.000
16/10/2007;03:37:00;0.216;0.046;239.150;1.000;0.000;0.000;0.000
